Code	Description	Information
06MR	MEERKATZE	<title>FSB</title><IMO>7600574</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DBFM</callsign><commissioned>1977-12-09</commissioned><decommissioned>2009-04-24</decommissioned>
06MS	STRELASUND	<country>GERMANY</country><callsign>Y3OE</callsign>
06MT	METEOR	<IMO>6407573</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DBBH</callsign><commissioned>1964</commissioned><decommissioned>1985</decommissioned><notes>Was operated by the German Hydrographic Institute (DHI).</notes>
06MX	MOSEL EXPRESS	<country>GERMANY</country>
06ND	NORDSEE	<country>GERMANY</country><notes>DA9100</notes>
06NE	NEPTUN	<country>GERMANY</country>
06NI	Walther Herwig III	<title>FFS</title><IMO>9048392</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DBFR</callsign><commissioned>1993-12-01</commissioned><notes>Used by Federal Research Centre for Fisheries. Active as at Aug 2007. Owned by the Federal Ministry for Consumer Protection, Food and Agriculture.  Operated by the Federal Agency of Agriculture and Food (BLE), Hamburg.</notes>
06NN	MONTE AZUL	<IMO>9348053</IMO><country>GERMANY</country><platformclass>30 Ship</platformclass><callsign>DFTH2</callsign><notes>Container Ship</notes>
06NO	NORDERNEY	<country>GERMANY</country>
06NQ	Clupea	<title>FRV</title><IMO>9573359</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DBFM</callsign><commissioned>2012-04-01</commissioned><notes>Commissioned 2012-04-01, working in parallel with Clupea (DBFN)till 2012-04-26. Port of registry Rostock Germany. Width 7.70. draught 2.28m. Tons 278 to. Speed 10.5 kn. Operated by Institute for Baltic Sea Fisheries, Rostock</notes>
06NV	NEDLLOYD VAN CLOON	<country>GERMANY</country><callsign>DPSI</callsign>
06NX	Nixe II	<country>GERMANY</country><platformclass>36 Fishing vessel</platformclass><callsign>DF7893</callsign><commissioned>1977-06-01</commissioned><pennant>DOR 5</pennant><notes>Cutter. Port of Registry Dorum, owner Stephan Hellberg, tons 24, width 4.90 draught 1.75. Charterd for DYFS by vTI</notes>
06OR	CMA CGM ORCHID	<IMO>9315812</IMO><country>GERMANY</country><platformclass>30 Ship</platformclass><callsign>DDFL2</callsign><decommissioned>2011-07-11</decommissioned><notes>Became the AS CYPRIA under Liberian flag. Data at GTSPP from 2010-01-05 to 2011-01-04</notes>
06OS	OSTE	<country>GERMANY</country>
06P1	POSEIDON	<title>FS</title><country>GERMANY</country><platformclass>31 Research vessel</platformclass><commissioned>1902</commissioned><decommissioned>1945</decommissioned><notes>Active in fisheries research 1902-1945</notes>
06P2	Planet	<country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DSCZ</callsign><commissioned>1967-04-15</commissioned><decommissioned>1981-12-31</decommissioned><notes>Owned by the German Navy Research Institute (FWG), Kiel. Same ship as 06PC, change of callsign</notes>
06P3	Planet	<IMO>9245732</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DRLA</callsign><commissioned>2005-05-31</commissioned><notes>Owned by the German Navy Research Institute (FWG), Kiel</notes>
06P8	LV P11/P8	<country>GERMANY</country><notes>1947-1972</notes>
06PA	PANTHER	<country>GERMANY</country>
06PB	PAUL BENEKE	<country>GERMANY</country>
06PC	Planet	<country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DRAY</callsign><commissioned>1982-01-01</commissioned><decommissioned>2004-03-31</decommissioned><notes>Owned by the German Navy Research Institute (FWG), Kiel. Same ship as 06P2, change of callsign Previous CallSign: DSCZ</notes><previous_callsign>DSCZ</previous_callsign>
06PD	Prospekta	<IMO>7016981</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DEBL</callsign><commissioned>1970-08-01</commissioned><decommissioned>1994-12-31</decommissioned><notes>Owner: Prakla-Seismos, built by D.W.Kremer, Elmshorn, Germany.1995 converted to a seismic research vessel of 1412 tons, named Stevns Calypso, .since 1997-04-01 as Geo Prospector by Mega Marine Transports, Panama.2002: Owner: Fugro Survey</notes>
06PE	PEBANE	<country>GERMANY</country>
06PI	SEATRAIN PRINCETON	<country>GERMANY</country><previous_name>PLUVIUS</previous_name>
06PK	PROFESSOR ALBRECHT PENCK	<IMO>5285667</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>Y3CH</callsign><commissioned>1990-10-03</commissioned><decommissioned>2010-08-31</decommissioned><notes>Originally from VEB Roßlauer Schiffswerft Built as Joh. L. Krüger, owned by SHD/DDR, survey ship. 1960 changed to Professor Albrecht Penck and owned by Institut für Meereskunde Warnemünde. 1990 owned by the state of Mecklenburg-Vorpommern and operated by the Institut für Ostseeforschung Warnemünde</notes><previous_name>Joh. L. Krueger</previous_name>
06PL	PLANET	<country>GERMANY</country><platformclass>31 Research vessel</platformclass><notes>Same vessel as 06PC and 06P2, multiple call signs</notes>
06PN	PETER PAN	<country>GERMANY</country><callsign>DPPH</callsign>
06PO	POSEIDON	<IMO>7427518</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DBKV</callsign><commissioned>1976</commissioned>
06PP	POLAR PARAGUAY	<country>GERMANY</country>
06PR	PURITAN	<country>GERMANY</country>
06PS	POSSEHL	<country>GERMANY</country>
06PT	PLUTOS	<country>GERMANY</country>
06PU	Polarfuchs	<country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DB2410</callsign><commissioned>1982-10-01</commissioned><notes>Research vessel operated by IFM-GEOMAR, Leibnitz-Institute for marine Research of the university of Kiel, originally used by FS Polarstern till 1997</notes>
06PW	PELLWORM	<country>GERMANY</country><callsign>DBVY</callsign><notes>German Navy</notes>
06RE	RUHR EXPRESS	<country>GERMANY</country>
06RH	RHEINLAND	<country>GERMANY</country>
06RO	ROTERSAND	<country>GERMANY</country>
06RT	URTE	<country>GERMANY</country><callsign>DPUP</callsign>
06RU	P. H. RUSS	<country>GERMANY</country>
06S1	Solea	<title>FFK</title><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DBFI</callsign><commissioned>1974-05-16</commissioned><decommissioned>2004-06-01</decommissioned><notes>Federal Research Centre for Fisheries vessel. Replaced by new vessel of same name in June 2004.</notes>
06S2	S-2 [LIGHT VESSEL]	<country>GERMANY</country>
06SA	SEA COMMERCE	<country>GERMANY</country><callsign>DGZU</callsign>
06SC	SCHWEDENECK	<IMO>8521438</IMO><country>GERMANY</country><platformclass>39 Naval vessel</platformclass><callsign>DRMF</callsign><commissioned>1987-10-20</commissioned><decommissioned>2011-03-03</decommissioned><pennant>Y860</pennant><notes>DWT 328, GT 999. Port of Reg. Eckernförde. At 2011 after refit changed class and renamed to RV Elisabeth Mann Borgese.</notes>
06SE	SEEFALKE	<country>GERMANY</country><callsign>DBFO</callsign>
06SF	SUDFALL	<country>GERMANY</country>
06SG	Schall	<title>FS</title><IMO>5317305</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DNBQ</callsign><commissioned>1970</commissioned><notes>Converted to a research vessel in 1970. Operated by BMS Baltic Marine Service GmbH.</notes><previous_name>Seefalk</previous_name>
06SH	Storch	<country>GERMANY</country><platformclass>31 Research vessel</platformclass><notes>Operated by Institute for Coastal Research of GKSS Research Centre.</notes>
06SI	SIRIUS	<country>GERMANY</country>
06SJ	Stella Polaris	<IMO>9107605</IMO><country>GERMANY</country><platformclass>36 Fishing vessel</platformclass><callsign>DMJZ</callsign><notes>Port of registry: Heiligenhafen Germany.Ship owner: Johann Hans Much</notes>
06SK	SKAGERAK	<country>GERMANY</country>
06SL	Solea	<title>FFS</title><IMO>9314583</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DBFH</callsign><commissioned>2004-06-11</commissioned><notes>Federal Research Centre for Fisheries vessel.  Active in August 2007.</notes>
06SO	SOLEA	<country>GERMANY</country><notes>Multiple hulls</notes>
06SP	STEPHANITOR	<country>GERMANY</country>
06SR	SANTA RITA	<country>GERMANY</country>
06ST	STUTTGART	<country>GERMANY</country>
06SU	SUNLINA	<country>GERMANY</country>
06SV	SVENJA	<country>GERMANY</country><callsign>DIAG</callsign>
06SW	SCHWABE	<country>GERMANY</country>
06SX	SYDNEY EXPRESS	<country>GERMANY</country><callsign>DIDS</callsign>
06SY	SPEYER	<country>GERMANY</country>
06TA	THOR	<country>GERMANY</country><callsign>DLIC</callsign>
06TB	TABASIS	<country>GERMANY</country><callsign>DIGF</callsign><notes>Sold in the 1980's</notes>
06TE	TERTIUS	<country>GERMANY</country><callsign>DLMH</callsign>
06TH	THURINGIA	<country>GERMANY</country>
06TR	TRITON	<country>GERMANY</country>
06TU	TUEMMLER	<country>GERMANY</country><callsign>DB2011</callsign>
06TY	TILLY EX TILLY RUSS	<country>GERMANY</country>
06U1	UTHOERN	<title>FK</title><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DBFN</callsign><commissioned>1947-01-01</commissioned><decommissioned>1982-08-20</decommissioned><notes>Actual spelling is UTHÖRN</notes>
06UN	UTHOERN	<title>FK</title><IMO>8100648</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DBCH</callsign><commissioned>1982-01-01</commissioned><notes>Actual spelling UTHÖRN. Owned and operated by the Biologische Anstalt Helgoland of the Alfred-Wegener-Instituts für Polar- und Meeresforschung F.</notes>
06UT	UTHOERN	<country>GERMANY</country><platformclass>31 Research vessel</platformclass><notes>Actual spelling UTHÖRN. Multiple hulls</notes>
06VH	A. V. HUMBOLDT	<title>FS</title><IMO>6711883</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>Y3CW</callsign><commissioned>1990-10-03</commissioned><decommissioned>2004-09-15</decommissioned><notes>Originally from Peenewerft Wolgast as a trawler, converted 1970 as research vessel for the Institute of Marine Research in Warnemünde, fully reconstructed 1977/8 as oceanographic research vessel. 1990 owned by the state of Mecklenburg-Vorpommern under operation of the IOW Warnemünde. After decommissioned in 2004, she continued as Franklin, after 2007 renamed A.v. Humboldt by Eagle Shipping Ltd. BRZ1249, port of registry Rostock</notes><previous_name>Georgius Agricola</previous_name>
06VI	VICTOR HENSEN	<country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DBAW</callsign><commissioned>1975</commissioned><decommissioned>2004</decommissioned>
06VP	VON PODBIELSKI	<country>GERMANY</country>
06W1	Walther Herwig I	<title>FFS</title><IMO>5429469</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DBFR</callsign><commissioned>1963-10-28</commissioned><decommissioned>1972-10-16</decommissioned><notes>Used by Federal Research Centre for Fisheries. Renamed Anton Dohrn II in 1972. Became UK Lancella/Falklands Right/Brucella</notes>
06W2	Walther Herwig II	<title>FFS</title><IMO>7211438</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DBFP</callsign><commissioned>1972-10-30</commissioned><decommissioned>1994-01-07</decommissioned><notes>Used by Federal Research Centre for Fisheries. Became Norwegian in 1997.</notes>
06WA	WANGEROOGE	<country>GERMANY</country><callsign>DCRL</callsign>
06WD	WESER EXPRESS	<country>GERMANY</country>
06WE	WESER	<country>GERMANY</country><platformclass>36 Fishing vessel</platformclass><callsign>DFBQ</callsign><notes>Home Port: Bremerhaven, BRT: 2176.used in MEXAL Projekt,</notes>
06WF	WESTFALIA	<country>GERMANY</country>
06WG	Wega II	<country>GERMANY</country><platformclass>36 Fishing vessel</platformclass><callsign>DJCE</callsign><commissioned>1963-06-01</commissioned><notes>Port of registry Toenning Germany. FKZ ST26. Length 23.69m. Owned by Herbert Daniel 25832 Toenning.</notes>
06WH	WALTHER HERWIG	<country>GERMANY</country><platformclass>31 Research vessel</platformclass><notes>Multiple hulls</notes>
06WI	WIENERTOR	<country>GERMANY</country>
06WM	STADT WEIMAR	<IMO>9320051</IMO><country>GERMANY</country><platformclass>30 Ship</platformclass><callsign>DCHO</callsign><decommissioned>2011-05</decommissioned><notes>Cargo Ship. MMSI 218678000. Became CCNI ATLANTICO.</notes>
06WN	WASHINGTON	<country>GERMANY</country><callsign>DPER</callsign>
06WO	Beaufort	<title>MS</title><IMO>8895097</IMO><country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DBDC</callsign><commissioned>2009-03-16</commissioned><notes>Ship for charter by Aktiengesellschaft Reederei Norden Frisia for research, monitoring and supply. port of registry Norderney</notes><previous_name>Buk</previous_name>
06WP	Funny Girl	<IMO>7315569</IMO><country>GERMANY</country><platformclass>35 Vessel of opportunity on fixed route</platformclass><callsign>DFPZ</callsign>
06WS	WINNARETTA SINGER	<country>GERMANY</country>
06WT	HERMANN WATTENBERG	<country>GERMANY</country><platformclass>31 Research vessel</platformclass><callsign>DBGE</callsign><commissioned>1958-05-23</commissioned><decommissioned>1976-12-31</decommissioned><notes>Br: 6.50; Dr: 2.80; 83 tons: Speed 9.5 Kn.Port of Reg.: Kiel</notes><previous_name>Suedfall</previous_name>
06YC	YANKEE CLIPPER	<country>GERMANY</country>
06YU	COLUMBUS TASMANIA	<country>GERMANY</country>
06ZI	ZIETEN	<country>GERMANY</country>
0790	MULTIPLE SHIPS	<country>GERMANY</country>
0799	UNKNOWN PLATFORMS OF DDR	<country>GERMANY</country>
07AL	A. V. HUMBOLDT	<title>FS</title><IMO>6711883</IMO><country>German Democratic Republic</country><platformclass>31 Research vessel</platformclass><callsign>Y3CW</callsign><commissioned>1970-05-01</commissioned><decommissioned>1990-10-02</decommissioned><notes>Originally from Peenewerft Wolgast as a trawler, converted 1970 as research vessel for the Institute of Marine Research in Warnemünde, fully reconstructed 1977-8 as oceanographic research vessel. 1990 owned by the state of Mecklenburg-Vorpommern under operation of the IOW Warnemünde. After decommissioned in 2004, she continued as Franklin, after 2007 renamed A.v. Humboldt by Eagle Shipping Ltd. BRZ 1249, port of registry is Rostock</notes><previous_name>Georgius Agricola</previous_name>
07C1	CITY OF OPORTO	<IMO>9109079</IMO><country>GERMANY</country><previous_name>Pelayo</previous_name>
07DB	UFS DEUTSCHE BUCHT (BUOY)	<country>GERMANY</country>
07DS	DARSS SILL (BUOY)	<country>GERMANY</country>
07EH	ERNST HAECKEL	<country>GERMANY</country>
07EI	EISBAR	<country>GERMANY</country><callsign>Y4RB</callsign>
07EM	UFS TW EMS (BUOY)	<country>GERMANY</country>
07FB	UFS FEHMARNBELT (BUOY)	<country>GERMANY</country>
07GA	CARL FR. GAUSS	<country>German Democratic Republic</country><callsign>Y7BO</callsign><commissioned>1976-04-15</commissioned><decommissioned>1990-11-15</decommissioned><notes>Survey ship. 463 tonns. Owned by the Seehydrogaphischer Dienst Rostock, continued as CARL FR. GAUSS with callsign DBKO</notes>
07GZ	GORLITZ	<country>GERMANY</country><callsign>Y5RV</callsign>
07KL	LH KIEL (BUOY)	<country>GERMANY</country>
07KR	J. L. KRUGER	<country>GERMANY</country>
07KS	Kronsort	<country>GERMANY</country><platformclass>39 Naval vessel</platformclass><callsign>DRME</callsign><commissioned>1987-12-02</commissioned><pennant>Y861</pennant><notes>MMSI 211212230. Institute using ship Bundeswehr technical center (WTD 71) Eckernförde.</notes>
07LK	KARL LIEBKNECHT	<country>GERMANY</country>
07MT	Mittelgrund	<country>GERMANY</country><platformclass>39 Naval vessel</platformclass><callsign>DRXP</callsign><commissioned>1989-09-21</commissioned><pennant>Y864</pennant><notes>MMSI 211213640 Institute using ship is Bundeswehr technical center (WTD 71) Eckernförde.</notes>
07NB	NORDSEEBOJE II (BUOY)	<country>GERMANY</country>
07OB	ODER BANK (BUOY)	<country>GERMANY</country>
07PE	PROFESSOR ALBRECHT PENCK	<IMO>5285667</IMO><country>German Democratic Republic</country><platformclass>31 Research vessel</platformclass><callsign>Y3CH</callsign><commissioned>1960-01-01</commissioned><decommissioned>1990-10-02</decommissioned><notes>Originally from VEB Roßlauer Schiffswerft Built as Joh. L. Krüger, owned by SHD/DDR, survey ship. 1960 changed to Professor Albrecht Penck and owned by Institut für Meereskunde Warnemünde. 1990 owned by the state of Mecklenburg-Vorpommern and operated by the Institut für Ostseeforschung Warnemünde</notes><previous_name>Joh. L. Krueger</previous_name>
07PK	PROFESSOR OTTO KRUMMEL	<country>GERMANY</country>
07ST	Stollergrund	<country>GERMANY</country><platformclass>39 Naval vessel</platformclass><callsign>DRXO</callsign><commissioned>1989-05-31</commissioned><pennant>Y863</pennant><notes>MMSI 211213630. Institute using ship is Bundeswehr technical center (WTD 71) Eckernförde.</notes>
07WB	WALTER BARTH	<country>GERMANY</country><platformclass>36 Fishing vessel</platformclass><notes>FISHERIES VESSEL</notes>
0890	MULTIPLE SHIPS	<country>ARGENTINA</country>
0899	UNKOWN PLATFORMS OF ARGENTINA	<country>ARGENTINA</country>
08AA	BAHIA AGUIRRE	<country>ARGENTINA</country>
08AB	ALMIRANTE BROWN	<country>ARGENTINA</country><callsign>LOBK</callsign>
08AI	ALMIRANTE IRIZAR	<country>ARGENTINA</country>
08AM	ALFEREZ MACKINLAY	<country>ARGENTINA</country>
